artists,name,danceability,energy,popularity,year
"['The Texas Tenors', 'Marcus Collins']",Bless the Broken Road (Live 2014) [feat. Marcus Collins],0.48200000000000004,0.445,8,2014
['The Texas Tenors'],"Take Me Home, Country Roads (Live 2014)",0.24600000000000002,0.544,9,2014
['The Texas Tenors'],You Should Dream (Live 2014),0.4,0.486,3,2014
['The Texas Tenors'],God Bless the U.S.A. (Live 2014),0.426,0.512,7,2014
"['The Texas Tenors', 'JC Fisher']",Thank God I'm a Country Boy (Live 2014) [feat. Jc Fisher],0.652,0.805,8,2014
['The Texas Tenors'],My Way (Live 2014),0.392,0.509,7,2014
['The Texas Tenors'],The Climb (Live 2014),0.366,0.47700000000000004,4,2014
"['The Texas Tenors', 'JC Fisher']",Rocky Top (Live 2014) [feat. Jc Fisher],0.493,0.8170000000000001,3,2014
"['The Vamps', 'Demi Lovato']",Somebody To You,0.5589999999999999,0.8490000000000001,67,2014
['Becky G'],Can't Stop Dancin',0.645,0.669,63,2014
['The Vamps'],Can We Dance,0.639,0.843,53,2014
['Fall Out Boy'],Immortals,0.703,0.856,60,2014
['Jessup Music'],2000 Years,0.361,0.636,0,2014
['Jessup Music'],2000 Years,0.361,0.636,0,2014
['Full Kareta'],A Wonderful New Year,0.541,0.483,0,2014
['Lemon Demon'],Two Trucks,0.758,0.391,58,2014
['Lemon Demon'],A Mask of My Own Face,0.8109999999999999,0.315,56,2014
"['Calvin Harris', 'Ellie Goulding']",Outside (feat. Ellie Goulding),0.6459999999999999,0.823,78,2014
"['Calvin Harris', 'Alesso', 'Hurts']",Under Control (feat. Hurts),0.544,0.915,72,2014
"['Gucci Mane', 'Chief Keef']",Semi On Em,0.8420000000000001,0.5,64,2014
"['Calvin Harris', 'John Newman']",Blame (feat. John Newman),0.414,0.857,75,2014
['Calvin Harris'],Summer,0.596,0.856,79,2014
['Cold War Kids'],First,0.46799999999999997,0.6920000000000001,67,2014
"['Calvin Harris', 'HAIM']",Pray to God (feat. HAIM),0.606,0.9490000000000001,62,2014
['Subject G'],Technoise Radio - 2014 Rework,0.72,0.848,0,2014
['Jimmy Creasey'],2000 Light Years from Home,0.521,0.779,0,2014
['Maison & Dragen'],Chinese New Year - Radio Edit,0.47700000000000004,0.8340000000000001,2,2014
['Armin van Buuren'],A State Of Trance [ASOT 687] - Update Tune Of The Year 2014 voting: vote.astateoftrance.com,0.376,0.8809999999999999,0,2014
['Xavier Wulf'],Psycho Pass,0.973,0.446,60,2014
['Xavier Wulf'],Thunder Man,0.924,0.55,58,2014
['Anderson .Paak'],Might Be,0.684,0.585,54,2014
['Future'],Codeine Crazy,0.745,0.617,67,2014
['The Lacs'],Let Your Country Hang Out,0.669,0.726,54,2014
['Sam Hunt'],Speakers,0.594,0.45899999999999996,53,2014
['Taylor Swift'],You Are In Love,0.474,0.48,58,2014
['Taylor Swift'],This Love,0.48100000000000004,0.435,57,2014
['Taylor Swift'],This Love,0.485,0.45899999999999996,51,2014
['Orman Bitch'],Like a Dream 2014,0.384,0.82,0,2014
['Taylor Swift'],I Know Places,0.602,0.755,57,2014
['Taylor Swift'],Clean,0.81,0.38,53,2014
['Darius Rucker'],"You're A Mean One, Mr. Grinch",0.505,0.502,53,2014
['Taylor Swift'],Clean,0.815,0.377,60,2014
['Taylor Swift'],I Know Places,0.595,0.763,51,2014
['Sam Hunt'],Cop Car,0.606,0.599,54,2014
['Sam Hunt'],Make You Miss Me,0.614,0.47200000000000003,66,2014
['Sam Hunt'],House Party,0.747,0.861,71,2014
['Taylor Swift'],Blank Space,0.76,0.703,59,2014
['Taylor Swift'],Blank Space,0.76,0.703,57,2014
['Sam Hunt'],Take Your Time,0.5579999999999999,0.7190000000000001,67,2014
['Sam Hunt'],Leave The Night On,0.514,0.951,64,2014
['Taylor Swift'],Bad Blood,0.6459999999999999,0.794,53,2014
['Taylor Swift'],Bad Blood,0.652,0.802,63,2014
['Taylor Swift'],Blank Space,0.752,0.6779999999999999,70,2014
['Sam Hunt'],Break Up In A Small Town,0.579,0.7759999999999999,68,2014
['Taylor Swift'],Wildest Dreams,0.5529999999999999,0.664,69,2014
['Taylor Swift'],Wildest Dreams,0.55,0.688,57,2014
['Taylor Swift'],Shake It Off,0.647,0.8,56,2014
['Taylor Swift'],Shake It Off,0.647,0.8,61,2014
['Taylor Swift'],Shake It Off,0.648,0.785,69,2014
['Taylor Swift'],Wonderland,0.42200000000000004,0.6920000000000001,56,2014
['Sam Hunt'],Raised On It,0.59,0.94,52,2014
['Taylor Swift'],Welcome To New York,0.7929999999999999,0.634,60,2014
['Taylor Swift'],Welcome To New York,0.789,0.634,53,2014
['Vicki Shepard'],Never in a Million Years - Original 12 Inch 1991,0.633,0.924,0,2014
['Mystery Skulls'],Ghost,0.667,0.611,57,2014
['Sam Hunt'],Ex To See,0.615,0.8240000000000001,56,2014
['Taylor Swift'],I Wish You Would,0.649,0.898,51,2014
['Taylor Swift'],I Wish You Would,0.653,0.893,56,2014
['Taylor Swift'],New Romantics,0.633,0.889,61,2014
['Taylor Swift'],How You Get The Girl,0.764,0.659,52,2014
['Taylor Swift'],How You Get The Girl,0.765,0.6559999999999999,56,2014
['Chris Tomlin'],At The Cross (Love Ran Red),0.391,0.535,56,2014
['Taylor Swift'],Style,0.598,0.7859999999999999,66,2014
['Taylor Swift'],Style,0.588,0.7909999999999999,58,2014
['Vicki Shepard'],Never in a Millon Years - Majic Birthday Cake Mix 2002,0.715,0.622,0,2014
['Taylor Swift'],All You Had To Do Was Stay,0.605,0.725,54,2014
['Taylor Swift'],All You Had To Do Was Stay,0.602,0.735,59,2014
['Taylor Swift'],Out Of The Woods,0.552,0.841,62,2014
['Taylor Swift'],Out Of The Woods,0.5529999999999999,0.841,57,2014
['Vicki Shepard'],Never in a Million Years - Disco 'N' Diva Remix 1991,0.69,0.846,0,2014
['Benny'],Little Game,0.606,0.54,57,2014
"['Flight Facilities', 'Christine Hoberg']",Clair De Lune,0.665,0.322,53,2014
['Celebration Collective'],Auld Lang Syne,0.768,0.46,15,2014
"['Flight Facilities', 'Giselle']",Crave You,0.9209999999999999,0.48,59,2014
['Run The Jewels'],"Blockbuster Night, Pt. 1",0.701,0.525,57,2014
"['Run The Jewels', 'Zack De La Rocha']",Close Your Eyes (And Count To Fuck),0.6779999999999999,0.662,60,2014
['Armin van Buuren'],A State Of Trance [ASOT 686] - Tune Of The Year 2014,0.341,0.92,0,2014
['Dustin Tebbutt'],The Breach,0.629,0.585,60,2014
"['Dillon Francis', 'DJ Snake']",Get Low,0.674,0.932,64,2014
['Little Big Town'],Girl Crush,0.5,0.225,69,2014
['Logic'],I'm Gone,0.5660000000000001,0.738,53,2014
['Logic'],Metropolis,0.522,0.856,53,2014
"['Logic', 'Childish Gambino']",Driving Ms Daisy,0.657,0.8220000000000001,54,2014
['Logic'],Under Pressure,0.701,0.856,60,2014
['Logic'],Till The End,0.5870000000000001,0.726,58,2014
['Logic'],Gang Related,0.597,0.856,62,2014
['Logic'],Bounce,0.621,0.631,53,2014
['Little Big Town'],Day Drinking,0.591,0.9590000000000001,58,2014
['Logic'],Buried Alive,0.755,0.83,55,2014
['Kiesza'],Hideaway,0.838,0.72,54,2014
['Logic'],Nikki,0.669,0.74,60,2014
['Logic'],Soul Food,0.52,0.8690000000000001,57,2014
"['Logic', 'Big Sean']",Alright,0.807,0.693,62,2014
['Mannheim Steamroller'],Deck the Halls,0.473,0.785,50,2014
"['Jorge Ben Jor', 'Toquinho']",Carolina Carol Bela,0.45,0.53,25,2014
['Noriel Vilela'],16 Toneladas,0.616,0.52,5,2014
['The Staves'],I'm on Fire,0.302,0.191,60,2014
['Ben Howard'],I Forget Where We Were,0.305,0.462,62,2014
['Felly'],Fabrics,0.807,0.493,59,2014
['Horseman'],Horsemove - 2014 Version,0.889,0.8759999999999999,0,2014
['Horseman'],Horsemove - 2014 Version,0.889,0.8759999999999999,0,2014
"['Incredible Bongo Band', 'Grandmaster Flash']",Apache - Grandmaster Flash Mix,0.7020000000000001,0.9309999999999999,25,2014
['Elizabeth!'],Vou Falar-Lhe Francamente,0.706,0.698,6,2014
['Fab 5 Freddy'],Down by Law,0.8320000000000001,0.877,8,2014
"['Kenny Laakkinen', 'Michael Ammer', 'The Catch', 'DJ Novus']",25years 2013 - DJ Novus Kitzelt Die Mxschi Remix,0.7979999999999999,0.784,0,2014
['Incredible Bongo Band'],Bongo Rock,0.635,0.927,22,2014
"['Spacecat', 'Simon Posford']",Invasion - Space Cat 2014 Mix,0.74,0.924,9,2014
['Shakka'],When Will I See You Again,0.593,0.893,63,2014
['Funky Boogie Brothers'],Spirit of Dance,0.787,0.91,10,2014
"['Michal Menert', 'Break Science']",Electric Touch - Boty Edit,0.196,0.9229999999999999,10,2014
"['Various Artists', 'Micro Scan']",300000 Years Ago (145 F Fullon Goa Mix),0.649,0.97,0,2014
['Amaranthe'],Drop Dead Cynical,0.28600000000000003,0.914,62,2014
['Boosie Badazz'],Crazy,0.7120000000000001,0.51,55,2014
['Mark Altura'],Twenty Years' Sleep - London Night Mix,0.797,0.337,0,2014
['DeJ Loaf'],Try Me,0.56,0.81,53,2014
['Slipknot'],The Devil in I,0.39799999999999996,0.9390000000000001,71,2014
['Slipknot'],Custer,0.40700000000000003,0.98,59,2014
"['Javi Alvado', 'THC']",Few Years Ago - Original Mix,0.878,0.866,0,2014
['Slipknot'],Killpop,0.306,0.9259999999999999,61,2014
['Slipknot'],The Negative One,0.505,0.9790000000000001,57,2014
"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",Bang Bang,0.706,0.7859999999999999,78,2014
['Florida Georgia Line'],Confession,0.5489999999999999,0.878,58,2014
['Florida Georgia Line'],Sun Daze,0.47600000000000003,0.9520000000000001,60,2014
['Florida Georgia Line'],Dirt,0.547,0.878,61,2014
['Buddy Brown'],If This Country Still Had Balls,0.523,0.722,54,2014
['Anthem Lights'],Love You Like the Movies,0.6779999999999999,0.58,60,2014
['Set It Off'],Why Worry,0.667,0.9079999999999999,60,2014
['Bush'],Glycerine,0.43700000000000006,0.337,63,2014
['Deorro'],Five Hours,0.88,0.821,61,2014
"['DJ Snake', 'AlunaGeorge']",You Know You Like It,0.40700000000000003,0.725,70,2014
['Bobby Shmurda'],Bobby Bitch,0.9209999999999999,0.525,60,2014
['Andrew McMahon in the Wilderness'],Cecilia And The Satellite,0.381,0.8440000000000001,62,2014
['Florida Georgia Line'],Sippinâ€™ On Fire,0.47600000000000003,0.92,57,2014
['Florida Georgia Line'],Anything Goes,0.45799999999999996,0.976,62,2014
['Set It Off'],Wolf in Sheep's Clothing (feat. William Beckett),0.445,0.907,69,2014
['Set It Off'],The Haunting,0.539,0.8370000000000001,57,2014
['Bush'],Everything Zen,0.48,0.856,54,2014
['Bush'],Little Things,0.34299999999999997,0.9359999999999999,51,2014
['Bush'],Comedown,0.46,0.81,59,2014
['Bush'],Machinehead,0.14300000000000002,0.919,61,2014
['Jaco Pastorius'],Amerika - 2014 Anthology Version; Remastered,0.5489999999999999,0.00997,8,2014
['Jaco Pastorius'],Happy Birthday - 2014 Anthology Version; Remastered,0.256,0.354,5,2014
['Jaco Pastorius'],John and Mary - 2014 Anthology Version; Remastered,0.44,0.512,8,2014
['Jaco Pastorius'],Sophisticated Lady - 2014 Anthology Version; Remastered,0.466,0.159,6,2014
['Jaco Pastorius'],Eleven - 2014 Anthology Version; Remastered,0.43799999999999994,0.9520000000000001,4,2014
"['Sleep Baby Sleep', 'Meditation Spa', 'White Noise Therapy', 'Rain Spa', 'Rain Shower']",Pouring Rain - Loopable with No Fade,0.0,6.19e-05,54,2014
['Jaco Pastorius'],Fannie Mae - 2014 Anthology Version; Remastered,0.34,0.614,6,2014
['Jaco Pastorius'],Word of Mouth - 2014 Anthology Version; Remastered,0.34299999999999997,0.857,8,2014
['Jaco Pastorius'],Domingo - 2014 Anthology Version; Remastered,0.314,0.8029999999999999,14,2014
['Jaco Pastorius'],Invitation - Live 1982; 2014 Anthology Version; Remastered,0.297,0.612,7,2014
"['Idina Menzel', 'Michael BublÃ©']",Baby It's Cold Outside (duet with Michael BublÃ©),0.5529999999999999,0.47600000000000003,76,2014
['Mechanique'],A Perfect Alibi - Jussi Pekka Remix,0.7609999999999999,0.747,0,2014
['Kriece'],Catatonia - Kriece's Lucid Dreaming Remix,0.698,0.461,0,2014
['Diego Velasco'],Skin Response - Nikola Gala Remix,0.809,0.693,0,2014
['Mike Montano'],Future Soul Rebels - Jay Tripwire Vintage West Coast Remix,0.818,0.802,0,2014
['House Victimz'],Amen for 8 Years' Prayers (EmoBoys Tribute 2014 Mix),0.821,0.573,13,2014
"['Jimi Polar', 'Kriece']",Headgear - Kriece Version,0.805,0.81,0,2014
['Stallos'],Spanner In The Works - Eelke Kleijn Remix,0.813,0.55,0,2014
['Stefan Hellstrom'],Blue Carbon - Kriece Remix,0.871,0.562,0,2014
['Kriece & Basek'],Snap Freeze - Original Mix,0.805,0.602,0,2014
['Circle Court'],A Thousand Years - 135 Bpm Non Stop Mix,0.684,0.9390000000000001,0,2014
['Dompe'],Jump - Remastered 2014,0.8079999999999999,0.7140000000000001,0,2014
['Circle Court'],A Thousand Years - Remix,0.778,0.9590000000000001,6,2014
"['Sleep Baby Sleep', 'Meditation Spa', 'White Noise Therapy', 'Rain Spa', 'Rain Shower']",Pouring Rain - Loopable with No Fade,0.0,6.19e-05,59,2014
['Hozier'],Cherry Wine - Live,0.415,0.11,62,2014
['Hozier'],Like Real People Do,0.54,0.17800000000000002,59,2014
['Moose Blood'],Cherry,0.37200000000000005,0.247,55,2014
['Hozier'],Work Song,0.531,0.359,60,2014
['Hozier'],Take Me to Church,0.575,0.664,67,2014
['AronChupa'],I'm an Albatraoz,0.885,0.795,56,2014
['Hozier'],From Eden,0.39899999999999997,0.672,58,2014
['Hozier'],Someone New,0.446,0.5329999999999999,61,2014
['Jason Aldean'],Just Gettin' Started,0.507,0.805,52,2014
['Hozier'],It Will Come Back,0.501,0.446,51,2014
['Jason Aldean'],Burnin' It Down,0.6809999999999999,0.795,63,2014
['Jason Aldean'],Tonight Looks Good on You,0.48100000000000004,0.75,55,2014
['Chaos Chaos'],Do You Feel It?,0.6779999999999999,0.662,60,2014
['Hozier'],Sedated,0.6609999999999999,0.5920000000000001,51,2014
['Hozier'],Foreigner's God,0.503,0.445,51,2014
['Tyler Wood'],Still Ridin Shotgun,0.5379999999999999,0.733,54,2014
"['A$AP Rocky', 'Juicy J']",Multiply (feat. Juicy J),0.904,0.7829999999999999,57,2014
['Hozier'],Jackie and Wilson,0.563,0.727,58,2014
['Jason Aldean'],Gonna Know We Were Here,0.447,0.8959999999999999,52,2014
['Wild Party'],Chasin' Honey,0.526,0.637,54,2014
['Party Favor'],Bap U,0.6679999999999999,0.953,58,2014
['Moose Blood'],Gum,0.501,0.667,57,2014
['Wild Party'],OutRight,0.546,0.823,55,2014
['Three Chord Society'],It Might Take Years,0.469,0.8270000000000001,1,2014
['Three Chord Society'],It Might Take Years,0.469,0.8270000000000001,1,2014
['Roo Panes'],Tiger Striped Sky,0.473,0.317,65,2014
['The Barr Brothers'],Even the Darkness Has Arms,0.508,0.652,60,2014
['Alex & Sierra'],Little Do You Know,0.5,0.292,78,2014
['Alex & Sierra'],I Love You,0.525,0.439,62,2014
['Distance'],Nomad,0.8590000000000001,0.426,1,2014
['Distance'],Nomad,0.8590000000000001,0.426,1,2014
"['Flying Lotus', 'Kendrick Lamar']",Never Catch Me,0.526,0.9359999999999999,59,2014
['Toasty'],Like Sun,0.643,0.648,0,2014
['Toasty'],Like Sun,0.643,0.648,0,2014
['Scuba'],Dream,0.711,0.245,0,2014
['Scuba'],Dream,0.711,0.245,0,2014
['Mr.Kitty'],After Dark,0.585,0.595,65,2014
['Slaughter Mob'],Guts 'n Bones,0.7759999999999999,0.45299999999999996,0,2014
['Slaughter Mob'],Guts 'n Bones,0.7759999999999999,0.45299999999999996,0,2014
['Slaughter Mob'],L'Amour,0.45299999999999996,0.7709999999999999,0,2014
['Slaughter Mob'],L'Amour,0.45299999999999996,0.7709999999999999,0,2014
['Scuba'],Harpoon,0.703,0.37799999999999995,3,2014
['Scuba'],Harpoon,0.703,0.37799999999999995,3,2014
['Toasty'],Take It Personal,0.413,0.821,0,2014
['Toasty'],Take It Personal,0.413,0.821,0,2014
['Search & Destroy'],Candyfloss,0.514,0.49,0,2014
['Search & Destroy'],Candyfloss,0.514,0.49,0,2014
['Toasty'],The Knowledge,0.578,0.924,2,2014
['Toasty'],The Knowledge,0.578,0.924,2,2014
['Scuba'],Words,0.618,0.41100000000000003,0,2014
['Scuba'],Words,0.618,0.41100000000000003,0,2014
['Scuba'],Timba,0.767,0.614,0,2014
['Scuba'],Timba,0.767,0.614,0,2014
['Toasty'],Angel,0.564,0.946,0,2014
['Toasty'],Angel,0.564,0.946,0,2014
['Distance'],Empire,0.413,0.6990000000000001,0,2014
['Distance'],Empire,0.413,0.6990000000000001,0,2014
['Erich'],The Lights - DJ Joseph Remix,0.711,0.8,0,2014
['Erich'],The Lights - DJ Joseph Remix,0.711,0.8,0,2014
['The Piano Guys'],Story of My Life,0.318,0.445,55,2014
['Childish Gambino'],Retro (Rough),0.862,0.614,59,2014
"['Tinashe', 'ScHoolboy Q']",2 On (feat. ScHoolboy Q),0.742,0.595,70,2014
['Childish Gambino'],Sober,0.7070000000000001,0.562,72,2014
"['Childish Gambino', 'Jaden']",Pop Thieves (Make It Feel Good),0.489,0.83,53,2014
['Berner'],20 Joints,0.836,0.731,64,2014
"['Rowdy Rebel', 'Bobby Shmurda']",Computers (feat. Bobby Shmurda),0.8170000000000001,0.706,55,2014
['Song a Day'],The First Snow of the Year,0.579,0.0326,0,2014
['Song a Day'],3 Years to the Day,0.653,0.21600000000000003,0,2014
['Song a Day'],Brooklyn Beta Year 5 Finale,0.43200000000000005,0.523,0,2014
['Terry Morel'],A Hundred Years from Today (Live),0.253,0.128,0,2014
"['Ryan Montbleau', 'Tall Heights']",Fast Car (feat. Tall Heights),0.5770000000000001,0.17,63,2014
['Colbie Caillat'],Try,0.603,0.376,58,2014
"['Electric Youth', 'College']",A Real Hero,0.706,0.44299999999999995,59,2014
"['Seth MacFarlane', 'Norah Jones']",Little Jack Frost Get Lost,0.664,0.38,52,2014
['Mike & The Mechanics'],The Living Years - 2014 Remastered,0.522,0.457,31,2014
"['Blue Swede', 'BjÃ¶rn Skifs']",Hooked on a Feeling,0.547,0.82,62,2014
['Lorde'],Yellow Flicker Beat,0.585,0.61,61,2014
['Colbie Caillat'],Never Gonna Let You Down,0.6459999999999999,0.728,55,2014
"['Blake Shelton', 'Ashley Monroe']",Lonely Tonight (feat. Ashley Monroe),0.41,0.747,52,2014
"['Big Data', 'Joywave', 'Oliver']",Dangerous (feat. Joywave) - Oliver Remix,0.853,0.821,59,2014
['Lady A'],Bartender,0.631,0.937,61,2014
"['Mila J', 'Ty Dolla $ign']",My Main,0.68,0.531,55,2014
['Blake Shelton'],Neon Light,0.6659999999999999,0.78,53,2014
['Blake Shelton'],Sangria,0.6459999999999999,0.7240000000000001,63,2014
['Nonpoint'],Breaking Skin,0.508,0.9259999999999999,55,2014
['Sovereign Grace Music'],Hark! The Herald Angels Sing,0.409,0.133,59,2014
"['Steve Aoki', 'Chris Lake', 'Tujamo', 'Kid Ink']",Delirious (Boneless) (feat. Kid Ink),0.706,0.912,61,2014
"['Flo Rida', 'Sage The Gemini', 'Lookas']",GDFR (feat. Sage the Gemini & Lookas),0.657,0.8270000000000001,59,2014
"['Kajis', 'Loquai']",60 Million Years - LoQuai Breaks Mix,0.677,0.971,0,2014
['Jaymes Young'],I'll Be Good,0.455,0.284,60,2014
['Jaymes Young'],Habits of My Heart - EP Version,0.392,0.498,65,2014
['Didges Christ SuperDrum'],2000 Light Years from Home,0.7340000000000001,0.5589999999999999,0,2014
['Blues Unlimited'],"Fourty Years (Bonus Track) - Live - Soest, 2.10.2012",0.563,0.787,0,2014
['Young Money'],Uoeno - Remix,0.815,0.451,55,2014
['Necton'],Bob on Acid (Year 2000 Livemix),0.772,0.97,0,2014
['Necton'],Bob on Acid - Year 2000 Livemix,0.772,0.97,0,2014
['Necton'],Bob on Acid (Year 2000 Livemix),0.772,0.97,0,2014
['Necton'],Bob on Acid - Year 2000 Livemix,0.772,0.97,0,2014
['Gabriele Bellini'],Fears Away,0.551,0.9840000000000001,0,2014
['Gabriele Bellini'],"Tele - Vision ""Live In Garage""",0.38299999999999995,0.9790000000000001,0,2014
['Gabriele Bellini'],"L'Equilibrio ""Live In Garage""",0.171,0.9620000000000001,0,2014
['Gabriele Bellini'],Velociraptor Android,0.0793,0.978,0,2014
['Gabriele Bellini'],Ecstasy,0.309,0.95,0,2014
['Gabriele Bellini'],Pull Me Down,0.377,0.9670000000000001,0,2014
['Tove Lo'],Talking Body,0.736,0.7609999999999999,66,2014
['Lori McKenna'],The Time I've Wasted,0.473,0.25,56,2014
['Ariel Camacho y Los Plebes Del Rancho'],El Karma,0.687,0.484,62,2014
['Ariel Camacho y Los Plebes Del Rancho'],Te Metiste,0.713,0.44,66,2014
['Ariel Camacho y Los Plebes Del Rancho'],Te Metiste,0.713,0.44,62,2014
"['TOKiMONSTA', 'Anderson .Paak']",Realla,0.628,0.602,60,2014
['Kero Kero Bonito'],Flamingo,0.7879999999999999,0.49,63,2014
['The Growlers'],Going Gets Tough,0.502,0.769,59,2014
['Jamestown Revival'],California (Cast Iron Soul),0.449,0.7859999999999999,55,2014
['Vince Staples'],Blue Suede,0.415,0.745,54,2014
['Chase Bryant'],Little Bit of You,0.612,0.865,52,2014
['The Growlers'],Rare Hearts,0.601,0.6509999999999999,55,2014
['Kendrick Lamar'],i,0.755,0.884,63,2014
"['Jon Bellion', 'Audra Mae']",Luxury,0.67,0.39299999999999996,53,2014
['Vinyl Theatre'],Breaking up My Bones,0.608,0.899,53,2014
"['Jennifer Lopez', 'Iggy Azalea']",Booty,0.7090000000000001,0.9490000000000001,64,2014
['SALES'],Getting It On,0.747,0.5379999999999999,55,2014
['alt-J'],Hunger Of The Pine,0.6,0.413,51,2014
['SALES'],Chinese New Year,0.7440000000000001,0.845,61,2014
['alt-J'],Every Other Freckle,0.5429999999999999,0.7070000000000001,54,2014
['alt-J'],Left Hand Free,0.6970000000000001,0.877,67,2014
['Kenny Chesney'],American Kids,0.733,0.589,69,2014
['Kenny Chesney'],Save It for a Rainy Day,0.5379999999999999,0.775,57,2014
"['Spacecat', 'Simon Posford']",Invasion - Space Cat 2014 Mix,0.74,0.93,0,2014
['Amber Run'],I Found - Acoustic,0.384,0.0885,59,2014
['Hozier'],Cherry Wine - Live,0.415,0.11,67,2014
['Hozier'],Like Real People Do,0.539,0.179,68,2014
"['Hozier', 'Karen Cowley']",In a Week (feat. Karen Cowley),0.465,0.26899999999999996,55,2014
['Hozier'],In the Woods Somewhere,0.354,0.426,56,2014
['Enrico Donner'],Yearning for More,0.653,0.552,0,2014
['Hozier'],Work Song,0.531,0.363,63,2014
['Hozier'],Take Me to Church,0.5660000000000001,0.664,75,2014
['Hozier'],From Eden,0.39899999999999997,0.6729999999999999,60,2014
['Hozier'],Run,0.373,0.39299999999999996,54,2014
"['Pentatonix', 'Lindsey Stirling']",Radioactive,0.505,0.594,60,2014
['Hozier'],Someone New,0.44299999999999995,0.5329999999999999,64,2014
['Hozier'],To Be Alone,0.5589999999999999,0.44299999999999995,56,2014
['Hozier'],It Will Come Back,0.5,0.446,53,2014
